timestamp_hour,home_id,solar_capacity_kw,battery_capacity_kwh,pv_production_kwh,load_consumption_kwh,from_pool_cap_kwh,battery_soc_pct,battery_flow_kwh,to_pool_kwh,from_pool_kwh,grid_import_kwh,credits_delta_kwh,credits_balance_kwh,policy_mode
2025-10-01 04:00:00,H010,6.5,10.5,0.0,0.32,0,34.6,-0.32,0.0,0.0,0.0,0.0,0.0,self_first
2025-10-01 05:00:00,H001,8.0,13.5,0.0,0.27,0,36.3,-0.271,0.0,0.0,0.0,0.0,0.0,self_first
2025-10-01 05:00:00,H002,6.5,10.0,0.0,0.39,0,27.6,-0.394,0.0,0.0,0.0,0.0,0.0,self_first
2025-10-01 05:00:00,H003,7.5,12.0,0.0,0.27,0,36.2,-0.269,0.0,0.0,0.0,0.0,0.0,self_first
2025-10-01 05:00:00,H004,5.0,8.0,0.0,0.41,0,20.0,-0.0,0.0,0.0,0.41,0.0,0.0,self_first
2025-10-01 05:00:00,H005,6.0,10.0,0.0,0.27,0,31.7,-0.267,0.0,0.0,0.0,0.0,0.0,self_first
2025-10-01 05:00:00,H006,4.5,7.0,0.0,0.43,0,20.0,-0.0,0.0,0.0,0.43,0.0,0.0,self_first
2025-10-01 05:00:00,H007,5.5,9.0,0.0,0.37,0,24.9,-0.368,0.0,0.0,0.0,0.0,0.0,self_first
2025-10-01 05:00:00,H008,7.0,11.0,0.0,0.22,0,35.1,-0.219,0.0,0.0,0.0,0.0,0.0,self_first
2025-10-01 05:00:00,H009,3.5,5.0,0.0,0.49,0,20.0,-0.0,0.0,0.0,0.49,0.0,0.0,self_first
2025-10-01 05:00:00,H010,6.5,10.5,0.0,0.29,0,31.6,-0.295,0.0,0.0,0.0,0.0,0.0,self_first
2025-10-01 06:00:00,H001,8.0,13.5,1.99,1.27,0,41.4,0.728,0.0,0.0,0.0,0.0,0.0,self_first
2025-10-01 06:00:00,H002,6.5,10.0,0.29,1.23,0,20.0,-0.723,0.0,0.0,0.21699999999999997,0.0,0.0,self_first
2025-10-01 06:00:00,H003,7.5,12.0,0.03,0.96,0,28.0,-0.934,0.0,0.0,0.0,0.0,0.0,self_first
2025-10-01 06:00:00,H004,5.0,8.0,0.22,0.44,0,20.0,-0.0,0.0,0.0,0.22,0.0,0.0,self_first
2025-10-01 06:00:00,H005,6.0,10.0,0.68,1.25,0,25.7,-0.57,0.0,0.0,0.0,0.0,0.0,self_first
2025-10-01 06:00:00,H006,4.5,7.0,0.2,0.48,0,20.0,-0.0,0.0,0.0,0.27999999999999997,0.0,0.0,self_first
2025-10-01 06:00:00,H007,5.5,9.0,0.08,0.34,0,21.8,-0.263,0.0,0.0,0.0,0.0,0.0,self_first
2025-10-01 06:00:00,H008,7.0,11.0,0.31,1.03,0,28.2,-0.719,0.0,0.0,0.0,0.0,0.0,self_first
2025-10-01 06:00:00,H009,3.5,5.0,0.15,0.55,0,20.0,-0.0,0.0,0.0,0.4,0.0,0.0,self_first
2025-10-01 06:00:00,H010,6.5,10.5,0.03,1.23,0,20.0,-1.161,0.0,0.0,0.038999999999999924,0.0,0.0,self_first
2025-10-01 07:00:00,H001,8.0,13.5,3.66,1.26,0,58.3,2.406,0.0,0.0,0.0,0.0,0.0,self_first
2025-10-01 07:00:00,H002,6.5,10.0,0.74,1.32,0,20.0,-0.0,0.0,0.0,0.5800000000000001,0.0,0.0,self_first
2025-10-01 07:00:00,H003,7.5,12.0,0.11,0.95,0,20.6,-0.847,0.0,0.0,0.0,0.0,0.0,self_first
2025-10-01 07:00:00,H004,5.0,8.0,0.57,0.39,0,22.2,0.182,0.0,0.0,0.0,0.0,0.0,self_first
2025-10-01 07:00:00,H005,6.0,10.0,1.5,1.14,0,29.0,0.357,0.0,0.0,0.0,0.0,0.0,self_first
2025-10-01 07:00:00,H006,4.5,7.0,0.51,0.4,0,21.5,0.112,0.0,0.0,0.0,0.0,0.0,self_first
2025-10-01 07:00:00,H007,5.5,9.0,0.24,1.48,0,20.0,-0.157,0.0,0.0,1.083,0.0,0.0,self_first
2025-10-01 07:00:00,H008,7.0,11.0,0.8,1.09,0,25.4,-0.291,0.0,0.0,0.0,0.0,0.0,self_first
2025-10-01 07:00:00,H009,3.5,5.0,0.4,0.54,0,20.0,-0.0,0.0,0.0,0.14,0.0,0.0,self_first
2025-10-01 07:00:00,H010,6.5,10.5,0.09,1.37,0,20.0,-0.0,0.0,0.0,1.28,0.0,0.0,self_first
2025-10-01 08:00:00,H001,8.0,13.5,5.65,1.11,0,90.3,4.538,0.0,0.0,0.0,0.0,0.0,self_first
2025-10-01 08:00:00,H002,6.5,10.0,1.62,1.32,0,22.9,0.301,0.0,0.0,0.0,0.0,0.0,self_first
2025-10-01 08:00:00,H003,7.5,12.0,0.33,0.96,0,20.0,-0.065,0.0,0.0,0.565,0.0,0.0,self_first
2025-10-01 08:00:00,H004,5.0,8.0,1.25,1.44,0,20.0,-0.164,0.0,0.0,0.02599999999999994,0.0,0.0,self_first
2025-10-01 08:00:00,H005,6.0,10.0,2.75,1.26,0,43.2,1.492,0.0,0.0,0.0,0.0,0.0,self_first
2025-10-01 08:00:00,H006,4.5,7.0,1.12,0.48,0,30.3,0.647,0.0,0.0,0.0,0.0,0.0,self_first
2025-10-01 08:00:00,H007,5.5,9.0,0.63,1.32,0,20.0,-0.0,0.0,0.0,0.6900000000000001,0.0,0.0,self_first
2025-10-01 08:00:00,H008,7.0,11.0,1.75,1.02,0,31.7,0.721,0.0,0.0,0.0,0.0,0.0,self_first
2025-10-01 08:00:00,H009,3.5,5.0,0.87,1.84,0,20.0,-0.0,0.0,0.0,0.9700000000000001,0.0,0.0,self_first
2025-10-01 08:00:00,H010,6.5,10.5,0.29,1.31,0,20.0,-0.0,0.0,0.0,1.02,0.0,0.0,self_first
2025-10-01 09:00:00,H001,8.0,13.5,7.33,1.15,0,95.0,0.671,0.7999999999999999,0.0,0.0,0.7999999999999999,0.7999999999999999,self_first
2025-10-01 09:00:00,H002,6.5,10.0,2.98,1.38,0,38.0,1.595,0.0,0.0,0.0,0.0,0.0,self_first
2025-10-01 09:00:00,H003,7.5,12.0,0.86,1.0,0,20.0,-0.0,0.0,0.14,0.0,-0.14,-0.14,self_first
2025-10-01 09:00:00,H004,5.0,8.0,2.29,1.58,0,28.4,0.707,0.0,0.0,0.0,0.0,0.0,self_first
2025-10-01 09:00:00,H005,6.0,10.0,4.24,1.17,0,72.4,3.068,0.0,0.0,0.0,0.0,0.0,self_first
2025-10-01 09:00:00,H006,4.5,7.0,2.06,1.59,0,36.6,0.466,0.0,0.0,0.0,0.0,0.0,self_first
2025-10-01 09:00:00,H007,5.5,9.0,1.37,1.32,0,20.6,0.054,0.0,0.0,0.0,0.0,0.0,self_first
2025-10-01 09:00:00,H008,7.0,11.0,3.2,1.11,0,49.7,2.092,0.0,0.0,0.0,0.0,0.0,self_first
2025-10-01 09:00:00,H009,3.5,5.0,1.6,1.78,0,20.0,-0.0,0.0,0.17999999999999994,0.0,-0.17999999999999994,-0.17999999999999994,self_first
2025-10-01 09:00:00,H010,6.5,10.5,0.74,1.22,0,20.0,-0.0,0.0,0.48,0.0,-0.48,-0.48,self_first
2025-10-01 10:00:00,H001,8.0,13.5,8.0,0.62,0,95.0,0.0,0.0,0.0,0.0,0.0,0.7999999999999999,self_first
2025-10-01 10:00:00,H002,6.5,10.0,4.59,0.62,0,75.8,3.978,0.0,0.0,0.0,0.0,0.0,self_first
2025-10-01 10:00:00,H003,7.5,12.0,1.87,0.56,0,30.4,1.308,0.0,0.0,0.0,0.0,-0.14,self_first
2025-10-01 10:00:00,H004,5.0,8.0,3.53,1.47,0,52.8,2.059,0.0,0.0,0.0,0.0,0.0,self_first
2025-10-01 10:00:00,H005,6.0,10.0,5.5,0.68,0,95.0,2.383,0.0,0.0,0.0,0.0,0.0,self_first
2025-10-01 10:00:00,H006,4.5,7.0,3.18,1.56,0,58.6,1.619,0.0,0.0,0.0,0.0,0.0,self_first
2025-10-01 10:00:00,H007,5.5,9.0,2.52,1.36,0,32.8,1.156,0.0,0.0,0.0,0.0,0.0,self_first
2025-10-01 10:00:00,H008,7.0,11.0,4.95,0.5,0,88.1,4.446,0.0,0.0,0.0,0.0,0.0,self_first
2025-10-01 10:00:00,H009,3.5,5.0,2.47,1.77,0,33.3,0.7,0.0,0.0,0.0,0.0,-0.17999999999999994,self_first
2025-10-01 10:00:00,H010,6.5,10.5,1.62,0.63,0,29.0,0.992,0.0,0.0,0.0,0.0,-0.48,self_first
2025-10-01 11:00:00,H001,8.0,13.5,7.33,0.7,0,95.0,0.0,0.0,0.0,0.0,0.0,0.7999999999999999,self_first
2025-10-01 11:00:00,H002,6.5,10.0,5.96,0.79,0,95.0,2.021,0.0,0.0,0.0,0.0,0.0,self_first
2025-10-01 11:00:00,H003,7.5,12.0,3.43,0.54,0,53.3,2.894,0.0,0.0,0.0,0.0,-0.14,self_first
2025-10-01 11:00:00,H004,5.0,8.0,4.58,1.51,0,89.4,3.075,0.0,0.0,0.0,0.0,0.0,self_first
2025-10-01 11:00:00,H005,6.0,10.0,6.0,0.61,0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,self_first
2025-10-01 11:00:00,H006,4.5,7.0,4.13,1.53,0,93.9,2.601,0.0,0.0,0.0,0.0,0.0,self_first
2025-10-01 11:00:00,H007,5.5,9.0,3.89,0.71,0,66.3,3.174,0.0,0.0,0.0,0.0,0.0,self_first
2025-10-01 11:00:00,H008,7.0,11.0,6.42,0.45,0,95.0,0.795,0.0,0.0,0.0,0.0,0.0,self_first
2025-10-01 11:00:00,H009,3.5,5.0,3.21,1.78,0,60.5,1.434,0.0,0.0,0.0,0.0,-0.17999999999999994,self_first
2025-10-01 11:00:00,H010,6.5,10.5,2.98,0.56,0,50.9,2.418,0.0,0.0,0.0,0.0,-0.48,self_first
2025-10-01 12:00:00,H001,8.0,13.5,5.65,0.5,0,95.0,0.0,0.0,0.0,0.0,0.0,0.7999999999999999,self_first
2025-10-01 12:00:00,H002,6.5,10.0,6.5,0.76,0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,self_first
2025-10-01 12:00:00,H003,7.5,12.0,5.3,0.53,0,91.0,4.766,0.0,0.0,0.0,0.0,-0.14,self_first
2025-10-01 12:00:00,H004,5.0,8.0,5.0,0.75,0,95.0,0.475,0.0,0.0,0.0,0.0,0.0,self_first
2025-10-01 12:00:00,H005,6.0,10.0,5.5,0.58,0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,self_first
2025-10-01 12:00:00,H006,4.5,7.0,4.5,1.68,0,95.0,0.081,0.0,0.0,0.0,0.0,0.0,self_first
2025-10-01 12:00:00,H007,5.5,9.0,5.04,0.6,0,95.0,2.721,0.0,0.0,0.0,0.0,0.0,self_first
2025-10-01 12:00:00,H008,7.0,11.0,7.0,0.55,0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,self_first
2025-10-01 12:00:00,H009,3.5,5.0,3.5,0.96,0,95.0,1.814,0.0,0.0,0.0,0.0,-0.17999999999999994,self_first
2025-10-01 12:00:00,H010,6.5,10.5,4.59,0.62,0,86.8,3.973,0.0,0.0,0.0,0.0,-0.48,self_first
2025-10-01 13:00:00,H001,8.0,13.5,3.66,0.53,0,95.0,0.0,0.0,0.0,0.0,0.0,0.7999999999999999,self_first
2025-10-01 13:00:00,H002,6.5,10.0,5.96,0.69,0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,self_first
2025-10-01 13:00:00,H003,7.5,12.0,6.88,0.47,0,95.0,0.506,0.0,0.0,0.0,0.0,-0.14,self_first
2025-10-01 13:00:00,H004,5.0,8.0,4.58,0.82,0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,self_first
2025-10-01 13:00:00,H005,6.0,10.0,4.24,0.52,0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,self_first
2025-10-01 13:00:00,H006,4.5,7.0,4.13,0.86,0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,self_first
2025-10-01 13:00:00,H007,5.5,9.0,5.5,0.78,0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,self_first
2025-10-01 13:00:00,H008,7.0,11.0,6.42,0.54,0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,self_first
2025-10-01 13:00:00,H009,3.5,5.0,3.21,0.97,0,95.0,0.0,0.0,0.0,0.0,0.0,-0.17999999999999994,self_first
2025-10-01 13:00:00,H010,6.5,10.5,5.96,0.59,0,95.0,0.906,0.0,0.0,0.0,0.0,-0.48,self_first
2025-10-01 14:00:00,H001,8.0,13.5,1.99,0.66,0,95.0,0.0,0.0,0.0,0.0,0.0,0.7999999999999999,self_first
2025-10-01 14:00:00,H002,6.5,10.0,4.59,0.66,0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,self_first
2025-10-01 14:00:00,H003,7.5,12.0,7.5,0.43,0,95.0,0.0,0.0,0.0,0.0,0.0,-0.14,self_first
2025-10-01 14:00:00,H004,5.0,8.0,3.53,0.72,0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,self_first
2025-10-01 14:00:00,H005,6.0,10.0,2.75,0.56,0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,self_first
2025-10-01 14:00:00,H006,4.5,7.0,3.18,0.81,0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,self_first
2025-10-01 14:00:00,H007,5.5,9.0,5.04,0.74,0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,self_first
2025-10-01 14:00:00,H008,7.0,11.0,4.95,0.42,0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,self_first
2025-10-01 14:00:00,H009,3.5,5.0,2.47,0.98,0,95.0,0.0,0.0,0.0,0.0,0.0,-0.17999999999999994,self_first
2025-10-01 14:00:00,H010,6.5,10.5,6.5,0.63,0,95.0,0.0,0.0,0.0,0.0,0.0,-0.48,self_first
2025-10-01 15:00:00,H001,8.0,13.5,0.91,0.63,0,95.0,0.0,0.0,0.0,0.0,0.0,0.7999999999999999,self_first
2025-10-01 15:00:00,H002,6.5,10.0,2.98,0.77,0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,self_first
2025-10-01 15:00:00,H003,7.5,12.0,6.88,0.57,0,95.0,0.0,0.0,0.0,0.0,0.0,-0.14,self_first
2025-10-01 15:00:00,H004,5.0,8.0,2.29,0.89,0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,self_first
2025-10-01 15:00:00,H005,6.0,10.0,1.5,0.5,0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,self_first
2025-10-01 15:00:00,H006,4.5,7.0,2.06,0.95,0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,self_first
2025-10-01 15:00:00,H007,5.5,9.0,3.89,0.65,0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,self_first
2025-10-01 15:00:00,H008,7.0,11.0,3.2,0.56,0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,self_first
2025-10-01 15:00:00,H009,3.5,5.0,1.6,0.96,0,95.0,0.0,0.0,0.0,0.0,0.0,-0.17999999999999994,self_first
2025-10-01 15:00:00,H010,6.5,10.5,5.96,0.57,0,95.0,0.0,0.0,0.0,0.0,0.0,-0.48,self_first
2025-10-01 16:00:00,H001,8.0,13.5,0.35,0.57,0,93.3,-0.222,0.0,0.0,0.0,0.0,0.7999999999999999,self_first
2025-10-01 16:00:00,H002,6.5,10.0,1.62,0.68,0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,self_first
2025-10-01 16:00:00,H003,7.5,12.0,5.3,0.55,0,95.0,0.0,0.0,0.0,0.0,0.0,-0.14,self_first
2025-10-01 16:00:00,H004,5.0,8.0,1.25,0.85,0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,self_first
2025-10-01 16:00:00,H005,6.0,10.0,0.68,0.64,0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,self_first
2025-10-01 16:00:00,H006,4.5,7.0,1.12,0.95,0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,self_first
2025-10-01 16:00:00,H007,5.5,9.0,2.52,0.76,0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,self_first
2025-10-01 16:00:00,H008,7.0,11.0,1.75,0.57,0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,self_first
2025-10-01 16:00:00,H009,3.5,5.0,0.87,1.07,0,90.8,-0.2,0.0,0.0,0.0,0.0,-0.17999999999999994,self_first
2025-10-01 16:00:00,H010,6.5,10.5,4.59,0.53,0,95.0,0.0,0.0,0.0,0.0,0.0,-0.48,self_first
2025-10-01 17:00:00,H001,8.0,13.5,0.11,1.14,0,85.3,-1.028,0.0,0.0,0.0,0.0,0.7999999999999999,self_first
2025-10-01 17:00:00,H002,6.5,10.0,0.74,1.26,0,89.5,-0.522,0.0,0.0,0.0,0.0,0.0,self_first
2025-10-01 17:00:00,H003,7.5,12.0,3.43,0.93,0,95.0,0.0,0.0,0.0,0.0,0.0,-0.14,self_first
2025-10-01 17:00:00,H004,5.0,8.0,0.57,0.89,0,90.8,-0.323,0.0,0.0,0.0,0.0,0.0,self_first
2025-10-01 17:00:00,H005,6.0,10.0,0.26,1.26,0,84.5,-0.999,0.0,0.0,0.0,0.0,0.0,self_first
2025-10-01 17:00:00,H006,4.5,7.0,0.51,0.83,0,90.2,-0.316,0.0,0.0,0.0,0.0,0.0,self_first
2025-10-01 17:00:00,H007,5.5,9.0,1.37,0.62,0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,self_first
2025-10-01 17:00:00,H008,7.0,11.0,0.8,1.08,0,92.3,-0.278,0.0,0.0,0.0,0.0,0.0,self_first
2025-10-01 17:00:00,H009,3.5,5.0,0.4,0.93,0,79.6,-0.531,0.0,0.0,0.0,0.0,-0.17999999999999994,self_first
2025-10-01 17:00:00,H010,6.5,10.5,2.98,1.32,0,95.0,0.0,0.0,0.0,0.0,0.0,-0.48,self_first
2025-10-01 18:00:00,H001,8.0,13.5,0.03,1.13,0,76.7,-1.1,0.0,0.0,0.0,0.0,0.7999999999999999,self_first
2025-10-01 18:00:00,H002,6.5,10.0,0.29,1.36,0,78.2,-1.07,0.0,0.0,0.0,0.0,0.0,self_first
2025-10-01 18:00:00,H003,7.5,12.0,1.87,0.98,0,95.0,0.0,0.0,0.0,0.0,0.0,-0.14,self_first
2025-10-01 18:00:00,H004,5.0,8.0,0.22,0.78,0,83.4,-0.562,0.0,0.0,0.0,0.0,0.0,self_first
2025-10-01 18:00:00,H005,6.0,10.0,0.09,1.16,0,73.2,-1.072,0.0,0.0,0.0,0.0,0.0,self_first
2025-10-01 18:00:00,H006,4.5,7.0,0.2,0.88,0,80.0,-0.681,0.0,0.0,0.0,0.0,0.0,self_first
2025-10-01 18:00:00,H007,5.5,9.0,0.63,1.43,0,85.6,-0.801,0.0,0.0,0.0,0.0,0.0,self_first
2025-10-01 18:00:00,H008,7.0,11.0,0.31,1.02,0,85.5,-0.713,0.0,0.0,0.0,0.0,0.0,self_first
2025-10-01 18:00:00,H009,3.5,5.0,0.15,0.98,0,62.2,-0.829,0.0,0.0,0.0,0.0,-0.17999999999999994,self_first
2025-10-01 18:00:00,H010,6.5,10.5,1.62,1.28,0,95.0,0.0,0.0,0.0,0.0,0.0,-0.48,self_first
2025-10-01 19:00:00,H001,8.0,13.5,0.0,1.26,0,66.8,-1.263,0.0,0.0,0.0,0.0,0.7999999999999999,self_first
2025-10-01 19:00:00,H002,6.5,10.0,0.0,1.23,0,65.3,-1.23,0.0,0.0,0.0,0.0,0.0,self_first
2025-10-01 19:00:00,H003,7.5,12.0,0.0,0.91,0,87.1,-0.905,0.0,0.0,0.0,0.0,-0.14,self_first
2025-10-01 19:00:00,H004,5.0,8.0,0.0,1.45,0,64.3,-1.447,0.0,0.0,0.0,0.0,0.0,self_first
2025-10-01 19:00:00,H005,6.0,10.0,0.0,1.25,0,60.0,-1.255,0.0,0.0,0.0,0.0,0.0,self_first
2025-10-01 19:00:00,H006,4.5,7.0,0.0,0.82,0,67.6,-0.825,0.0,0.0,0.0,0.0,0.0,self_first
2025-10-01 19:00:00,H007,5.5,9.0,0.0,1.38,0,69.5,-1.381,0.0,0.0,0.0,0.0,0.0,self_first
2025-10-01 19:00:00,H008,7.0,11.0,0.0,1.15,0,74.5,-1.149,0.0,0.0,0.0,0.0,0.0,self_first
2025-10-01 19:00:00,H009,3.5,5.0,0.0,1.86,0,23.0,-1.862,0.0,0.0,0.0,0.0,-0.17999999999999994,self_first
2025-10-01 19:00:00,H010,6.5,10.5,0.0,1.25,0,82.5,-1.247,0.0,0.0,0.0,0.0,-0.48,self_first
2025-10-01 20:00:00,H001,8.0,13.5,0.0,1.25,0,57.1,-1.251,0.0,0.0,0.0,0.0,0.7999999999999999,self_first
2025-10-01 20:00:00,H002,6.5,10.0,0.0,1.39,0,50.6,-1.392,0.0,0.0,0.0,0.0,0.0,self_first
2025-10-01 20:00:00,H003,7.5,12.0,0.0,1.05,0,77.9,-1.048,0.0,0.0,0.0,0.0,-0.14,self_first
